year,sector,fuel,energy_PJ,state
2020,"Food, beverage, textiles",Electricity,22.187,Australia
2020,"Food, beverage, textiles",Renewables,77.78,Australia
2020,"Wood, paper and printing",Coal,2.818,Australia
2020,"Wood, paper and printing",Gas,16.132,Australia
2020,"Wood, paper and printing",Oil,2.578,Australia
2020,"Wood, paper and printing",Electricity,14.286,Australia
2020,"Wood, paper and printing",Renewables,26.752,Australia
2020,Chemical,Coal,5.857,Australia
2020,Chemical,Gas,66.475,Australia
2020,Chemical,Oil,50.985,Australia
2020,Chemical,Electricity,13.318,Australia
2020,Chemical,Renewables,0.624,Australia
2020,Iron and steel,Coal,3.153,Australia
2020,Iron and steel,Gas,9.968,Australia
2020,Iron and steel,Oil,1.252,Australia
2020,Iron and steel,Electricity,11.888,Australia
2020,Iron and steel,Renewables,,Australia
2020,Non-ferrous metals,Coal,63.949,Australia
2020,Non-ferrous metals,Gas,134.57,Australia
2020,Non-ferrous metals,Oil,31.112,Australia
2020,Non-ferrous metals,Electricity,112.357,Australia
2020,Non-ferrous metals,Renewables,1.515,Australia
2020,Other industry,Coal,17.062,Australia
2020,Other industry,Gas,50.527,Australia
2020,Other industry,Oil,8.922,Australia
2020,Other industry,Electricity,20.03,Australia
2020,Other industry,Renewables,3.791,Australia
2020,Total Manufacturing,Coal,99.298,Australia
2020,Total Manufacturing,Gas,315.289,Australia
2020,Total Manufacturing,Oil,100.55,Australia
2020,Total Manufacturing,Electricity,194.067,Australia
2020,Total Manufacturing,Renewables,110.463,Australia
2020,Water and waste b,Coal,0,Australia
2020,Water and waste b,Gas,1.419,Australia
2020,Water and waste b,Oil,1.333,Australia
2020,Water and waste b,Electricity,15.387,Australia
2020,Water and waste b,Renewables,0.785,Australia
2020,Construction,Coal,0,Australia
2020,Construction,Gas,2.695,Australia
2020,Construction,Oil,28.361,Australia
2020,Construction,Electricity,7.731,Australia
2020,Construction,Renewables,0.006,Australia
2020,Road transport,Coal,,Australia
2020,Road transport,Gas,1.029,Australia
2020,Road transport,Oil,1135.89,Australia
2020,Road transport,Electricity,0.24,Australia
2020,Road transport,Renewables,5.108,Australia
2020,Rail transport,Coal,0,Australia
2020,Rail transport,Gas,0.067,Australia
2020,Rail transport,Oil,52.278,Australia
2020,Rail transport,Electricity,11.953,Australia
2020,Rail transport,Renewables,0.002,Australia
2020,Air transport c,Coal,,Australia
2020,Air transport c,Gas,,Australia
2020,Air transport c,Oil,126.539,Australia
2020,Air transport c,Electricity,,Australia
2020,Air transport c,Renewables,,Australia
2020,Water transport d,Coal,0,Australia
2020,Water transport d,Gas,0,Australia
2020,Water transport d,Oil,47.446,Australia
2020,Water transport d,Electricity,,Australia
2020,Water transport d,Renewables,,Australia
2020,Other transport,Coal,0,Australia
2020,Other transport,Gas,0.364,Australia
2020,Other transport,Oil,9.091,Australia
2020,Other transport,Electricity,10.258,Australia
2020,Other transport,Renewables,0.073,Australia
2020,Total Transport,Coal,0,Australia
2020,Total Transport,Gas,1.459,Australia
2020,Total Transport,Oil,1371.244,Australia
2020,Total Transport,Electricity,22.452,Australia
2020,Total Transport,Renewables,5.182,Australia
2020,Commercial and services,Coal,0.154,Australia
2020,Commercial and services,Gas,43.267,Australia
2020,Commercial and services,Oil,30.113,Australia
2020,Commercial and services,Electricity,213.917,Australia
2020,Commercial and services,Renewables,0.626,Australia
2020,Residential,Coal,0,Australia
2020,Residential,Gas,165.754,Australia
2020,Residential,Oil,15.769,Australia
2020,Residential,Electricity,235.926,Australia
2020,Residential,Renewables,66.677,Australia
2020,"Lubricants, bitumen, solvents",Coal,,Australia
2020,"Lubricants, bitumen, solvents",Gas,,Australia
2020,"Lubricants, bitumen, solvents",Oil,45.955,Australia
2020,"Lubricants, bitumen, solvents",Electricity,,Australia
2020,"Lubricants, bitumen, solvents",Renewables,,Australia
2020,Total final consumption,Coal,103.365,Australia
2020,Total final consumption,Gas,599.522,Australia
2020,Total final consumption,Oil,1984.079,Australia
2020,Total final consumption,Electricity,827.677,Australia
2020,Total final consumption,Renewables,183.791,Australia
2021,Agriculture,Coal,,Australia
2021,Agriculture,Gas,1.225,Australia
2021,Agriculture,Oil,107.012,Australia
2021,Agriculture,Electricity,6.351,Australia
2021,Agriculture,Renewables,,Australia
2021,Mining,Coal,5.629,Australia
2021,Mining,Gas,66.679,Australia
2021,Mining,Oil,282.816,Australia
2021,Mining,Electricity,131.628,Australia
2021,Mining,Renewables,0.012,Australia
2021,"Food, beverage, textiles",Coal,6.319,Australia
2021,"Food, beverage, textiles",Gas,37.833,Australia
2021,"Food, beverage, textiles",Oil,6.08,Australia
2021,"Food, beverage, textiles",Electricity,22.928,Australia
2021,"Food, beverage, textiles",Renewables,75.625,Australia
2021,"Wood, paper and printing",Coal,3.073,Australia
2021,"Wood, paper and printing",Gas,16.329,Australia
2021,"Wood, paper and printing",Oil,2.698,Australia
2021,"Wood, paper and printing",Electricity,14.422,Australia
2021,"Wood, paper and printing",Renewables,27.479,Australia
2021,Chemical,Coal,6.795,Australia
2021,Chemical,Gas,61.793,Australia
2021,Chemical,Oil,47.645,Australia
2021,Chemical,Electricity,13.239,Australia
2021,Chemical,Renewables,0.583,Australia
2021,Iron and steel,Coal,3.818,Australia
2021,Iron and steel,Gas,10.384,Australia
2021,Iron and steel,Oil,1.945,Australia
2021,Iron and steel,Electricity,12.398,Australia
2021,Iron and steel,Renewables,,Australia
2021,Non-ferrous metals,Coal,60.29,Australia
2021,Non-ferrous metals,Gas,130.582,Australia
2021,Non-ferrous metals,Oil,30.867,Australia
2021,Non-ferrous metals,Electricity,110.452,Australia
2021,Non-ferrous metals,Renewables,1.729,Australia
2021,Other industry,Coal,18.249,Australia
2021,Other industry,Gas,49.408,Australia
2021,Other industry,Oil,9.002,Australia
2021,Other industry,Electricity,20.567,Australia
2021,Other industry,Renewables,4.229,Australia
2021,Total Manufacturing,Coal,98.542,Australia
2021,Total Manufacturing,Gas,306.33,Australia
2021,Total Manufacturing,Oil,98.236,Australia
2021,Total Manufacturing,Electricity,194.008,Australia
2021,Total Manufacturing,Renewables,109.646,Australia
2021,Water and waste b,Coal,0,Australia
2021,Water and waste b,Gas,1.184,Australia
2021,Water and waste b,Oil,1.356,Australia
2021,Water and waste b,Electricity,14.435,Australia
2021,Water and waste b,Renewables,0.87,Australia
2021,Construction,Coal,0,Australia
2021,Construction,Gas,2.684,Australia
2021,Construction,Oil,27.039,Australia
2021,Construction,Electricity,7.346,Australia
2021,Construction,Renewables,0.143,Australia
2021,Road transport,Coal,,Australia
2021,Road transport,Gas,0.893,Australia
2021,Road transport,Oil,1110.951,Australia
2021,Road transport,Electricity,0.454,Australia
2021,Road transport,Renewables,4.955,Australia
2021,Rail transport,Coal,0,Australia
2021,Rail transport,Gas,0.047,Australia
2021,Rail transport,Oil,51.703,Australia
2021,Rail transport,Electricity,11.787,Australia
2021,Rail transport,Renewables,0,Australia
2021,Air transport c,Coal,,Australia
2021,Air transport c,Gas,,Australia
2021,Air transport c,Oil,168.044,Australia
2021,Air transport c,Electricity,,Australia
2021,Air transport c,Renewables,,Australia
2021,Water transport d,Coal,,Australia
2021,Water transport d,Gas,,Australia
2021,Water transport d,Oil,58.012,Australia
2021,Water transport d,Electricity,,Australia
2021,Water transport d,Renewables,,Australia
2021,Other transport,Coal,,Australia
2021,Other transport,Gas,0.929,Australia
2021,Other transport,Oil,10.318,Australia
2021,Other transport,Electricity,11.012,Australia
2021,Other transport,Renewables,0,Australia
2021,Total Transport,Coal,0,Australia
2021,Total Transport,Gas,1.869,Australia
2021,Total Transport,Oil,1399.028,Australia
2021,Total Transport,Electricity,23.253,Australia
2021,Total Transport,Renewables,4.956,Australia
2021,Commercial and services,Coal,0.149,Australia
2021,Commercial and services,Gas,46.869,Australia
2021,Commercial and services,Oil,30.89,Australia
2021,Commercial and services,Electricity,217.443,Australia
2021,Commercial and services,Renewables,0.741,Australia
2021,Residential,Coal,0,Australia
2021,Residential,Gas,164.363,Australia
2021,Residential,Oil,15.511,Australia
2021,Residential,Electricity,249.449,Australia
2021,Residential,Renewables,68.014,Australia
2021,"Lubricants, bitumen, solvents",Coal,,Australia
2021,"Lubricants, bitumen, solvents",Gas,,Australia
2021,"Lubricants, bitumen, solvents",Oil,45.518,Australia
2021,"Lubricants, bitumen, solvents",Electricity,,Australia
2021,"Lubricants, bitumen, solvents",Renewables,,Australia
2021,Total final consumption,Coal,104.32,Australia
2021,Total final consumption,Gas,591.202,Australia
2021,Total final consumption,Oil,2007.407,Australia
2021,Total final consumption,Electricity,843.912,Australia
2021,Total final consumption,Renewables,184.382,Australia
2022,Agriculture,Coal,,Australia
2022,Agriculture,Gas,2.109,Australia
2022,Agriculture,Oil,96.457,Australia
2022,Agriculture,Electricity,7.293,Australia
2022,Agriculture,Renewables,,Australia
2022,Mining,Coal,8.11,Australia
2022,Mining,Gas,64.819,Australia
2022,Mining,Oil,304.997,Australia
2022,Mining,Electricity,136.198,Australia
2022,Mining,Renewables,0.022,Australia
2022,"Food, beverage, textiles",Coal,5.179,Australia
2022,"Food, beverage, textiles",Gas,38.5,Australia
2022,"Food, beverage, textiles",Oil,6.268,Australia
2022,"Food, beverage, textiles",Electricity,23.437,Australia
2022,"Food, beverage, textiles",Renewables,84.86,Australia
2022,"Wood, paper and printing",Coal,2.876,Australia
2022,"Wood, paper and printing",Gas,16.042,Australia
2022,"Wood, paper and printing",Oil,2.688,Australia
2022,"Wood, paper and printing",Electricity,14.049,Australia
2022,"Wood, paper and printing",Renewables,24.149,Australia
2022,Chemical,Coal,4.805,Australia
2022,Chemical,Gas,52.028,Australia
2022,Chemical,Oil,44.78,Australia
2022,Chemical,Electricity,12.502,Australia
2022,Chemical,Renewables,0.592,Australia
2022,Iron and steel,Coal,3.736,Australia
2022,Iron and steel,Gas,10.086,Australia
2022,Iron and steel,Oil,0.664,Australia
2022,Iron and steel,Electricity,12.348,Australia
2022,Iron and steel,Renewables,,Australia
2022,Non-ferrous metals,Coal,59.589,Australia
2022,Non-ferrous metals,Gas,125.622,Australia
2022,Non-ferrous metals,Oil,31.314,Australia
2022,Non-ferrous metals,Electricity,110.941,Australia
2022,Non-ferrous metals,Renewables,1.606,Australia
2022,Other industry,Coal,15.185,Australia
2022,Other industry,Gas,49.445,Australia
2022,Other industry,Oil,9.258,Australia
2022,Other industry,Electricity,19.854,Australia
2022,Other industry,Renewables,4.328,Australia
2022,Total Manufacturing,Coal,91.37,Australia
2022,Total Manufacturing,Gas,291.723,Australia
2022,Total Manufacturing,Oil,94.972,Australia
2022,Total Manufacturing,Electricity,193.13,Australia
2022,Total Manufacturing,Renewables,115.536,Australia
2022,Water and waste b,Coal,0,Australia
2022,Water and waste b,Gas,1.677,Australia
2022,Water and waste b,Oil,1.421,Australia
2022,Water and waste b,Electricity,12.777,Australia
2022,Water and waste b,Renewables,0.808,Australia
2022,Construction,Coal,0,Australia
2022,Construction,Gas,2.74,Australia
2022,Construction,Oil,26.664,Australia
2022,Construction,Electricity,7.208,Australia
2022,Construction,Renewables,0.028,Australia
2022,Road transport,Coal,,Australia
2022,Road transport,Gas,0.808,Australia
2022,Road transport,Oil,1167.709,Australia
2022,Road transport,Electricity,0.793,Australia
2022,Road transport,Renewables,5.148,Australia
2022,Rail transport,Coal,,Australia
2022,Rail transport,Gas,0.037,Australia
2022,Rail transport,Oil,51.885,Australia
2022,Rail transport,Electricity,12.189,Australia
2022,Rail transport,Renewables,0,Australia
2022,Air transport c,Coal,,Australia
2022,Air transport c,Gas,,Australia
2022,Air transport c,Oil,277.544,Australia
2022,Air transport c,Electricity,,Australia
2022,Air transport c,Renewables,,Australia
2022,Water transport d,Coal,,Australia
2022,Water transport d,Gas,,Australia
2022,Water transport d,Oil,65.072,Australia
2022,Water transport d,Electricity,,Australia
2022,Water transport d,Renewables,,Australia
2022,Other transport,Coal,,Australia
2022,Other transport,Gas,0.931,Australia
2022,Other transport,Oil,10.68,Australia
2022,Other transport,Electricity,10.848,Australia
2022,Other transport,Renewables,0,Australia
2022,Total Transport,Coal,,Australia
2022,Total Transport,Gas,1.776,Australia
2022,Total Transport,Oil,1572.89,Australia
2022,Total Transport,Electricity,23.83,Australia
2022,Total Transport,Renewables,5.148,Australia
2022,Commercial and services,Coal,0.151,Australia
2022,Commercial and services,Gas,49.132,Australia
2022,Commercial and services,Oil,32.428,Australia
2022,Commercial and services,Electricity,225.584,Australia
2022,Commercial and services,Renewables,0.817,Australia
2022,Residential,Coal,0,Australia
2022,Residential,Gas,147.069,Australia
2022,Residential,Oil,15.762,Australia
2022,Residential,Electricity,249.845,Australia
2022,Residential,Renewables,71.493,Australia
2022,"Lubricants, bitumen, solvents",Coal,,Australia
2022,"Lubricants, bitumen, solvents",Gas,,Australia
2022,"Lubricants, bitumen, solvents",Oil,44.451,Australia
2022,"Lubricants, bitumen, solvents",Electricity,,Australia
2022,"Lubricants, bitumen, solvents",Renewables,,Australia
2022,Total final consumption,Coal,99.631,Australia
2022,Total final consumption,Gas,561.046,Australia
2022,Total final consumption,Oil,2190.041,Australia
2022,Total final consumption,Electricity,855.866,Australia
2022,Total final consumption,Renewables,193.851,Australia
