year,industry,energy,unit,state
2017,mining_pj,26.913,3.7,South Australia
2018,mining_pj,26.811,3.7,South Australia
2019,mining_pj,28.031,3.7,South Australia
2020,mining_pj,27.972,3.7,South Australia
2021,mining_pj,26.656,3.7,South Australia
2022,mining_pj,27.998,3.7,South Australia
1974,manufacturing_pj,70.7,70.3,South Australia
1975,manufacturing_pj,72.4,70.3,South Australia
1976,manufacturing_pj,71.4,70.3,South Australia
1977,manufacturing_pj,67,70.3,South Australia
1978,manufacturing_pj,74.5,70.3,South Australia
1979,manufacturing_pj,76.7,70.3,South Australia
1980,manufacturing_pj,69.1,70.3,South Australia
1981,manufacturing_pj,67.4,70.3,South Australia
1982,manufacturing_pj,61.6,70.3,South Australia
1983,manufacturing_pj,62.1,70.3,South Australia
1984,manufacturing_pj,67.4,70.3,South Australia
1985,manufacturing_pj,69.7,70.3,South Australia
1986,manufacturing_pj,70.3,70.3,South Australia
1987,manufacturing_pj,71.6,70.3,South Australia
1988,manufacturing_pj,73.3,70.3,South Australia
1989,manufacturing_pj,73.7,70.3,South Australia
1990,manufacturing_pj,75.3,70.3,South Australia
1991,manufacturing_pj,78.5,70.3,South Australia
1992,manufacturing_pj,77.3,70.3,South Australia
1993,manufacturing_pj,78.3,70.3,South Australia
1994,manufacturing_pj,79.8,70.3,South Australia
1995,manufacturing_pj,80.8,70.3,South Australia
1996,manufacturing_pj,79.1,70.3,South Australia
1997,manufacturing_pj,80.8,70.3,South Australia
1998,manufacturing_pj,78.3,70.3,South Australia
1999,manufacturing_pj,73.9,70.3,South Australia
2000,manufacturing_pj,68.4,70.3,South Australia
2001,manufacturing_pj,68.3,70.3,South Australia
2002,manufacturing_pj,76.379,70.3,South Australia
2003,manufacturing_pj,76.812,70.3,South Australia
2004,manufacturing_pj,73.964,70.3,South Australia
2005,manufacturing_pj,77.603,70.3,South Australia
2006,manufacturing_pj,79.964,70.3,South Australia
2007,manufacturing_pj,81.695,70.3,South Australia
2008,manufacturing_pj,66.877,70.3,South Australia
2009,manufacturing_pj,69.678,70.3,South Australia
2010,manufacturing_pj,63.009,70.3,South Australia
2011,manufacturing_pj,35.188,70.3,South Australia
2012,manufacturing_pj,88.183,70.3,South Australia
2013,manufacturing_pj,79.627,70.3,South Australia
2014,manufacturing_pj,99.795,70.3,South Australia
2015,manufacturing_pj,59.861,70.3,South Australia
2016,manufacturing_pj,44.36,70.3,South Australia
2017,manufacturing_pj,82.876,70.3,South Australia
2018,manufacturing_pj,80.223,70.3,South Australia
2019,manufacturing_pj,77.065,70.3,South Australia
2020,manufacturing_pj,77.71,70.3,South Australia
2021,manufacturing_pj,75.389,70.3,South Australia
2022,manufacturing_pj,67.607,70.3,South Australia
1974,electricity_generation_pj,50.2,46.6,South Australia
1975,electricity_generation_pj,55,46.6,South Australia
1976,electricity_generation_pj,61.5,46.6,South Australia
1977,electricity_generation_pj,60.4,46.6,South Australia
1978,electricity_generation_pj,60,46.6,South Australia
1979,electricity_generation_pj,60.5,46.6,South Australia
1980,electricity_generation_pj,60.9,46.6,South Australia
1981,electricity_generation_pj,64.2,46.6,South Australia
1982,electricity_generation_pj,62.4,46.6,South Australia
1983,electricity_generation_pj,59.4,46.6,South Australia
1984,electricity_generation_pj,64.2,46.6,South Australia
1985,electricity_generation_pj,64.1,46.6,South Australia
1986,electricity_generation_pj,59.9,46.6,South Australia
1987,electricity_generation_pj,62.2,46.6,South Australia
1988,electricity_generation_pj,64.8,46.6,South Australia
1989,electricity_generation_pj,64.6,46.6,South Australia
1990,electricity_generation_pj,53,46.6,South Australia
1991,electricity_generation_pj,58.3,46.6,South Australia
1992,electricity_generation_pj,58.9,46.6,South Australia
1993,electricity_generation_pj,61.5,46.6,South Australia
1994,electricity_generation_pj,57.5,46.6,South Australia
1995,electricity_generation_pj,49.9,46.6,South Australia
1996,electricity_generation_pj,51.9,46.6,South Australia
1997,electricity_generation_pj,56.5,46.6,South Australia
1998,electricity_generation_pj,70,46.6,South Australia
1999,electricity_generation_pj,72.6,46.6,South Australia
2000,electricity_generation_pj,77.5,46.6,South Australia
2001,electricity_generation_pj,77.8,46.6,South Australia
2002,electricity_generation_pj,83.916,46.6,South Australia
2003,electricity_generation_pj,92.946,46.6,South Australia
2004,electricity_generation_pj,85.051,46.6,South Australia
2005,electricity_generation_pj,76.969,46.6,South Australia
2006,electricity_generation_pj,102.426,46.6,South Australia
2007,electricity_generation_pj,96.897,46.6,South Australia
2008,electricity_generation_pj,91.737,46.6,South Australia
2009,electricity_generation_pj,76.099,46.6,South Australia
2010,electricity_generation_pj,80.342,46.6,South Australia
2011,electricity_generation_pj,71.735,46.6,South Australia
2012,electricity_generation_pj,62.477,46.6,South Australia
2013,electricity_generation_pj,55.885,46.6,South Australia
2014,electricity_generation_pj,56.766,46.6,South Australia
2015,electricity_generation_pj,56.932,46.6,South Australia
2016,electricity_generation_pj,44.691,46.6,South Australia
2017,electricity_generation_pj,50.723,46.6,South Australia
2018,electricity_generation_pj,48.926,46.6,South Australia
2019,electricity_generation_pj,46.496,46.6,South Australia
2020,electricity_generation_pj,39.915,46.6,South Australia
2021,electricity_generation_pj,32.388,46.6,South Australia
2022,electricity_generation_pj,31.096,46.6,South Australia
1974,construction_pj,2.2,1.9,South Australia
1975,construction_pj,2.5,1.9,South Australia
1976,construction_pj,2.8,1.9,South Australia
1977,construction_pj,1.9,1.9,South Australia
1978,construction_pj,2.2,1.9,South Australia
1979,construction_pj,3.6,1.9,South Australia
1980,construction_pj,3.1,1.9,South Australia
1981,construction_pj,4.5,1.9,South Australia
1982,construction_pj,4,1.9,South Australia
1983,construction_pj,3.2,1.9,South Australia
1984,construction_pj,2.5,1.9,South Australia
1985,construction_pj,2.2,1.9,South Australia
1986,construction_pj,2.5,1.9,South Australia
1987,construction_pj,2.6,1.9,South Australia
1988,construction_pj,2.7,1.9,South Australia
1989,construction_pj,2.9,1.9,South Australia
1990,construction_pj,2.4,1.9,South Australia
1991,construction_pj,2.3,1.9,South Australia
1992,construction_pj,2.2,1.9,South Australia
1993,construction_pj,2.1,1.9,South Australia
1994,construction_pj,2,1.9,South Australia
1995,construction_pj,2,1.9,South Australia
1996,construction_pj,1.9,1.9,South Australia
1997,construction_pj,1.8,1.9,South Australia
1998,construction_pj,1.8,1.9,South Australia
1999,construction_pj,1.7,1.9,South Australia
2000,construction_pj,1.6,1.9,South Australia
2001,construction_pj,1.7,1.9,South Australia
2002,construction_pj,1.682,1.9,South Australia
2003,construction_pj,1.617,1.9,South Australia
2004,construction_pj,2.076,1.9,South Australia
2005,construction_pj,1.793,1.9,South Australia
2006,construction_pj,1.766,1.9,South Australia
2007,construction_pj,1.733,1.9,South Australia
2008,construction_pj,2.21,1.9,South Australia
2009,construction_pj,2.272,1.9,South Australia
2010,construction_pj,2.268,1.9,South Australia
2011,construction_pj,2.166,1.9,South Australia
2012,construction_pj,1.989,1.9,South Australia
2013,construction_pj,2.014,1.9,South Australia
2014,construction_pj,1.945,1.9,South Australia
2015,construction_pj,2.006,1.9,South Australia
2016,construction_pj,2.09,1.9,South Australia
2017,construction_pj,2.443,1.9,South Australia
2018,construction_pj,2.355,1.9,South Australia
2019,construction_pj,2.172,1.9,South Australia
2020,construction_pj,2.301,1.9,South Australia
2021,construction_pj,2.456,1.9,South Australia
2022,construction_pj,2.64,1.9,South Australia
1974,transport_pj,57.8,56,South Australia
1975,transport_pj,61.1,56,South Australia
1976,transport_pj,65.8,56,South Australia
1977,transport_pj,69,56,South Australia
1978,transport_pj,71,56,South Australia
1979,transport_pj,71.4,56,South Australia
1980,transport_pj,71,56,South Australia
1981,transport_pj,69.1,56,South Australia
1982,transport_pj,71.4,56,South Australia
1983,transport_pj,73,56,South Australia
1984,transport_pj,76.2,56,South Australia
1985,transport_pj,77.4,56,South Australia
1986,transport_pj,77.7,56,South Australia
1987,transport_pj,79.3,56,South Australia
1988,transport_pj,83,56,South Australia
1989,transport_pj,82.9,56,South Australia
1990,transport_pj,80.2,56,South Australia
1991,transport_pj,80.9,56,South Australia
1992,transport_pj,83.4,56,South Australia
1993,transport_pj,84.7,56,South Australia
1994,transport_pj,84.2,56,South Australia
1995,transport_pj,84.2,56,South Australia
1996,transport_pj,84.7,56,South Australia
1997,transport_pj,87.1,56,South Australia
1998,transport_pj,88.6,56,South Australia
1999,transport_pj,91.1,56,South Australia
2000,transport_pj,87.9,56,South Australia
2001,transport_pj,89.4,56,South Australia
2002,transport_pj,88.104,56,South Australia
2003,transport_pj,91.035,56,South Australia
2004,transport_pj,90.649,56,South Australia
2005,transport_pj,92.785,56,South Australia
2006,transport_pj,93.708,56,South Australia
2007,transport_pj,94.813,56,South Australia
2008,transport_pj,95.987,56,South Australia
2009,transport_pj,96.708,56,South Australia
2010,transport_pj,97.755,56,South Australia
2011,transport_pj,96.971,56,South Australia
2012,transport_pj,100.026,56,South Australia
2013,transport_pj,99.256,56,South Australia
2014,transport_pj,99.569,56,South Australia
2015,transport_pj,101.367,56,South Australia
2016,transport_pj,102.106,56,South Australia
2017,transport_pj,106.11,56,South Australia
2018,transport_pj,101.265,56,South Australia
2019,transport_pj,96.621,56,South Australia
2020,transport_pj,90.59,56,South Australia
2021,transport_pj,92.481,56,South Australia
2022,transport_pj,101.076,56,South Australia
1974,water_and_waste_b_pj,0.5,0.6,South Australia
1975,water_and_waste_b_pj,0.7,0.6,South Australia
1976,water_and_waste_b_pj,1.4,0.6,South Australia
1977,water_and_waste_b_pj,1.6,0.6,South Australia
1978,water_and_waste_b_pj,0.9,0.6,South Australia
1979,water_and_waste_b_pj,0.8,0.6,South Australia
1980,water_and_waste_b_pj,1,0.6,South Australia
1981,water_and_waste_b_pj,0.7,0.6,South Australia
1982,water_and_waste_b_pj,1.6,0.6,South Australia
1983,water_and_waste_b_pj,0.9,0.6,South Australia
1984,water_and_waste_b_pj,1.1,0.6,South Australia
1985,water_and_waste_b_pj,1.1,0.6,South Australia
1986,water_and_waste_b_pj,0.6,0.6,South Australia
1987,water_and_waste_b_pj,0.7,0.6,South Australia
1988,water_and_waste_b_pj,0.7,0.6,South Australia
1989,water_and_waste_b_pj,0.6,0.6,South Australia
1990,water_and_waste_b_pj,0.8,0.6,South Australia
1991,water_and_waste_b_pj,0.8,0.6,South Australia
1992,water_and_waste_b_pj,0.4,0.6,South Australia
1993,water_and_waste_b_pj,0.8,0.6,South Australia
1994,water_and_waste_b_pj,1,0.6,South Australia
1995,water_and_waste_b_pj,0.7,0.6,South Australia
1996,water_and_waste_b_pj,0.7,0.6,South Australia
1997,water_and_waste_b_pj,0.8,0.6,South Australia
1998,water_and_waste_b_pj,1,0.6,South Australia
1999,water_and_waste_b_pj,1.2,0.6,South Australia
2000,water_and_waste_b_pj,1.2,0.6,South Australia
2001,water_and_waste_b_pj,1.2,0.6,South Australia
2002,water_and_waste_b_pj,1.392,0.6,South Australia
2003,water_and_waste_b_pj,1.391,0.6,South Australia
2004,water_and_waste_b_pj,1.328,0.6,South Australia
2005,water_and_waste_b_pj,1.313,0.6,South Australia
2006,water_and_waste_b_pj,1.344,0.6,South Australia
2007,water_and_waste_b_pj,1.323,0.6,South Australia
2008,water_and_waste_b_pj,1.794,0.6,South Australia
2009,water_and_waste_b_pj,1.283,0.6,South Australia
2010,water_and_waste_b_pj,1.284,0.6,South Australia
2011,water_and_waste_b_pj,1.49,0.6,South Australia
2012,water_and_waste_b_pj,2.524,0.6,South Australia
2013,water_and_waste_b_pj,2.128,0.6,South Australia
2014,water_and_waste_b_pj,2.171,0.6,South Australia
2015,water_and_waste_b_pj,2.225,0.6,South Australia
2016,water_and_waste_b_pj,1.514,0.6,South Australia
2017,water_and_waste_b_pj,1.781,0.6,South Australia
2018,water_and_waste_b_pj,2.462,0.6,South Australia
2019,water_and_waste_b_pj,2.611,0.6,South Australia
2020,water_and_waste_b_pj,2.862,0.6,South Australia
2021,water_and_waste_b_pj,2.71,0.6,South Australia
2022,water_and_waste_b_pj,2.558,0.6,South Australia
1974,commercial_and_services_c_pj,6.5,6.1,South Australia
1975,commercial_and_services_c_pj,7,6.1,South Australia
1976,commercial_and_services_c_pj,7.3,6.1,South Australia
1977,commercial_and_services_c_pj,7.5,6.1,South Australia
1978,commercial_and_services_c_pj,7.9,6.1,South Australia
1979,commercial_and_services_c_pj,8.1,6.1,South Australia
1980,commercial_and_services_c_pj,8.1,6.1,South Australia
1981,commercial_and_services_c_pj,8.1,6.1,South Australia
1982,commercial_and_services_c_pj,8.3,6.1,South Australia
1983,commercial_and_services_c_pj,8.2,6.1,South Australia
1984,commercial_and_services_c_pj,8.6,6.1,South Australia
1985,commercial_and_services_c_pj,8.9,6.1,South Australia
1986,commercial_and_services_c_pj,9.2,6.1,South Australia
1987,commercial_and_services_c_pj,9.8,6.1,South Australia
1988,commercial_and_services_c_pj,10.1,6.1,South Australia
1989,commercial_and_services_c_pj,10.7,6.1,South Australia
1990,commercial_and_services_c_pj,11,6.1,South Australia
1991,commercial_and_services_c_pj,11.4,6.1,South Australia
1992,commercial_and_services_c_pj,11.8,6.1,South Australia
1993,commercial_and_services_c_pj,12.1,6.1,South Australia
1994,commercial_and_services_c_pj,12.6,6.1,South Australia
1995,commercial_and_services_c_pj,12.7,6.1,South Australia
1996,commercial_and_services_c_pj,13.1,6.1,South Australia
1997,commercial_and_services_c_pj,13.6,6.1,South Australia
1998,commercial_and_services_c_pj,14.3,6.1,South Australia
1999,commercial_and_services_c_pj,14.7,6.1,South Australia
2000,commercial_and_services_c_pj,16.3,6.1,South Australia
2001,commercial_and_services_c_pj,17.1,6.1,South Australia
2002,commercial_and_services_c_pj,18.815,6.1,South Australia
2003,commercial_and_services_c_pj,19.141,6.1,South Australia
2004,commercial_and_services_c_pj,19.16,6.1,South Australia
2005,commercial_and_services_c_pj,19.305,6.1,South Australia
2006,commercial_and_services_c_pj,20.169,6.1,South Australia
2007,commercial_and_services_c_pj,20.328,6.1,South Australia
2008,commercial_and_services_c_pj,20.412,6.1,South Australia
2009,commercial_and_services_c_pj,20.69,6.1,South Australia
2010,commercial_and_services_c_pj,18.74,6.1,South Australia
2011,commercial_and_services_c_pj,18.111,6.1,South Australia
2012,commercial_and_services_c_pj,18.721,6.1,South Australia
2013,commercial_and_services_c_pj,19.112,6.1,South Australia
2014,commercial_and_services_c_pj,22.524,6.1,South Australia
2015,commercial_and_services_c_pj,22.229,6.1,South Australia
2016,commercial_and_services_c_pj,21.83,6.1,South Australia
2017,commercial_and_services_c_pj,22.296,6.1,South Australia
2018,commercial_and_services_c_pj,21.533,6.1,South Australia
2019,commercial_and_services_c_pj,21.408,6.1,South Australia
2020,commercial_and_services_c_pj,20.031,6.1,South Australia
2021,commercial_and_services_c_pj,20.957,6.1,South Australia
2022,commercial_and_services_c_pj,21.393,6.1,South Australia
1974,residential_pj,19.8,18.6,South Australia
1975,residential_pj,20.4,18.6,South Australia
1976,residential_pj,21.7,18.6,South Australia
1977,residential_pj,21.5,18.6,South Australia
1978,residential_pj,22.8,18.6,South Australia
1979,residential_pj,21.4,18.6,South Australia
1980,residential_pj,21.3,18.6,South Australia
1981,residential_pj,22.2,18.6,South Australia
1982,residential_pj,22.6,18.6,South Australia
1983,residential_pj,22.5,18.6,South Australia
1984,residential_pj,23.9,18.6,South Australia
1985,residential_pj,24.4,18.6,South Australia
1986,residential_pj,25.1,18.6,South Australia
1987,residential_pj,25.1,18.6,South Australia
1988,residential_pj,25.5,18.6,South Australia
1989,residential_pj,26.7,18.6,South Australia
1990,residential_pj,27,18.6,South Australia
1991,residential_pj,27.4,18.6,South Australia
1992,residential_pj,28.7,18.6,South Australia
1993,residential_pj,27.8,18.6,South Australia
1994,residential_pj,29.1,18.6,South Australia
1995,residential_pj,29.1,18.6,South Australia
1996,residential_pj,30,18.6,South Australia
1997,residential_pj,30.4,18.6,South Australia
1998,residential_pj,30.8,18.6,South Australia
1999,residential_pj,31.2,18.6,South Australia
2000,residential_pj,31.9,18.6,South Australia
2001,residential_pj,29.3,18.6,South Australia
2002,residential_pj,31.885,18.6,South Australia
2003,residential_pj,33.693,18.6,South Australia
2004,residential_pj,33.719,18.6,South Australia
2005,residential_pj,34.372,18.6,South Australia
2006,residential_pj,35.206,18.6,South Australia
2007,residential_pj,35.486,18.6,South Australia
2008,residential_pj,35.928,18.6,South Australia
2009,residential_pj,36.1,18.6,South Australia
2010,residential_pj,36.455,18.6,South Australia
2011,residential_pj,37.27,18.6,South Australia
2012,residential_pj,37.259,18.6,South Australia
2013,residential_pj,31.813,18.6,South Australia
2014,residential_pj,29.648,18.6,South Australia
2015,residential_pj,30.846,18.6,South Australia
2016,residential_pj,31.162,18.6,South Australia
2017,residential_pj,30.622,18.6,South Australia
2018,residential_pj,30.998,18.6,South Australia
2019,residential_pj,31.599,18.6,South Australia
2020,residential_pj,32.582,18.6,South Australia
2021,residential_pj,33.562,18.6,South Australia
2022,residential_pj,33.414,18.6,South Australia
1974,other_d_pj,6.3,7.3,South Australia
1975,other_d_pj,6.2,7.3,South Australia
1976,other_d_pj,6.4,7.3,South Australia
1977,other_d_pj,6.7,7.3,South Australia
1978,other_d_pj,7.3,7.3,South Australia
1979,other_d_pj,6.6,7.3,South Australia
1980,other_d_pj,5.5,7.3,South Australia
1981,other_d_pj,6.1,7.3,South Australia
1982,other_d_pj,5.3,7.3,South Australia
1983,other_d_pj,6.7,7.3,South Australia
1984,other_d_pj,6.2,7.3,South Australia
1985,other_d_pj,6.4,7.3,South Australia
1986,other_d_pj,6.7,7.3,South Australia
1987,other_d_pj,6.2,7.3,South Australia
1988,other_d_pj,6.3,7.3,South Australia
1989,other_d_pj,6.6,7.3,South Australia
1990,other_d_pj,5.6,7.3,South Australia
1991,other_d_pj,5.7,7.3,South Australia
1992,other_d_pj,5.7,7.3,South Australia
1993,other_d_pj,6,7.3,South Australia
1994,other_d_pj,6.4,7.3,South Australia
1995,other_d_pj,6.1,7.3,South Australia
1996,other_d_pj,6.2,7.3,South Australia
1997,other_d_pj,6.2,7.3,South Australia
1998,other_d_pj,6.3,7.3,South Australia
1999,other_d_pj,7,7.3,South Australia
2000,other_d_pj,5.3,7.3,South Australia
2001,other_d_pj,5.5,7.3,South Australia
2002,other_d_pj,5.059,7.3,South Australia
2003,other_d_pj,6.606,7.3,South Australia
2004,other_d_pj,4.994,7.3,South Australia
2005,other_d_pj,4.901,7.3,South Australia
2006,other_d_pj,5.006,7.3,South Australia
2007,other_d_pj,5.512,7.3,South Australia
2008,other_d_pj,5.812,7.3,South Australia
2009,other_d_pj,5.689,7.3,South Australia
2010,other_d_pj,6.511,7.3,South Australia
2011,other_d_pj,6.097,7.3,South Australia
2012,other_d_pj,4.283,7.3,South Australia
2013,other_d_pj,4.294,7.3,South Australia
2014,other_d_pj,3.386,7.3,South Australia
2015,other_d_pj,3.428,7.3,South Australia
2016,other_d_pj,2.94,7.3,South Australia
2017,other_d_pj,3.059,7.3,South Australia
2018,other_d_pj,2.78,7.3,South Australia
2019,other_d_pj,4.258,7.3,South Australia
2020,other_d_pj,4.536,7.3,South Australia
2021,other_d_pj,4.469,7.3,South Australia
2022,other_d_pj,3.569,7.3,South Australia
1974,total_pj,222.8,215.4,South Australia
1975,total_pj,234.5,215.4,South Australia
1976,total_pj,249.3,215.4,South Australia
1977,total_pj,247.7,215.4,South Australia
1978,total_pj,259.6,215.4,South Australia
1979,total_pj,264.2,215.4,South Australia
1980,total_pj,255.7,215.4,South Australia
1981,total_pj,260,215.4,South Australia
1982,total_pj,254.6,215.4,South Australia
1983,total_pj,258,215.4,South Australia
1984,total_pj,280.2,215.4,South Australia
1985,total_pj,284.5,215.4,South Australia
1986,total_pj,284.7,215.4,South Australia
1987,total_pj,291.1,215.4,South Australia
1988,total_pj,299.3,215.4,South Australia
1989,total_pj,301.9,215.4,South Australia
1990,total_pj,287.4,215.4,South Australia
1991,total_pj,296.9,215.4,South Australia
1992,total_pj,300.1,215.4,South Australia
1993,total_pj,304.8,215.4,South Australia
1994,total_pj,304.4,215.4,South Australia
1995,total_pj,296.6,215.4,South Australia
1996,total_pj,299.7,215.4,South Australia
1997,total_pj,311.9,215.4,South Australia
1998,total_pj,327.2,215.4,South Australia
1999,total_pj,328,215.4,South Australia
2000,total_pj,329.3,215.4,South Australia
2001,total_pj,328.1,215.4,South Australia
2002,total_pj,357.298,215.4,South Australia
2003,total_pj,371.539,215.4,South Australia
2004,total_pj,355.551,215.4,South Australia
2005,total_pj,350.118,215.4,South Australia
2006,total_pj,375.461,215.4,South Australia
2007,total_pj,372.533,215.4,South Australia
2008,total_pj,357.225,215.4,South Australia
2009,total_pj,343.727,215.4,South Australia
2010,total_pj,342.809,215.4,South Australia
2011,total_pj,307.665,215.4,South Australia
2012,total_pj,356.279,215.4,South Australia
2013,total_pj,337.065,215.4,South Australia
2014,total_pj,356.925,215.4,South Australia
2015,total_pj,316.388,215.4,South Australia
2016,total_pj,287.382,215.4,South Australia
2017,total_pj,334.653,215.4,South Australia
2018,total_pj,324.507,215.4,South Australia
2019,total_pj,317.704,215.4,South Australia
2020,total_pj,308.734,215.4,South Australia
2021,total_pj,301.274,215.4,South Australia
2022,total_pj,300.001,215.4,South Australia
1974,agriculture_pj,4.6,4.8,Western Australia
1975,agriculture_pj,4.8,4.8,Western Australia
1976,agriculture_pj,4.9,4.8,Western Australia
1977,agriculture_pj,5.8,4.8,Western Australia
1978,agriculture_pj,5.9,4.8,Western Australia
1979,agriculture_pj,6.5,4.8,Western Australia
1980,agriculture_pj,7.3,4.8,Western Australia
1981,agriculture_pj,7.4,4.8,Western Australia
1982,agriculture_pj,7.9,4.8,Western Australia
1983,agriculture_pj,8.8,4.8,Western Australia
1984,agriculture_pj,8.7,4.8,Western Australia
1985,agriculture_pj,8,4.8,Western Australia
1986,agriculture_pj,9.4,4.8,Western Australia
1987,agriculture_pj,9.6,4.8,Western Australia
1988,agriculture_pj,10.1,4.8,Western Australia
1989,agriculture_pj,9.4,4.8,Western Australia
1990,agriculture_pj,8.8,4.8,Western Australia
1991,agriculture_pj,9.3,4.8,Western Australia
1992,agriculture_pj,9.9,4.8,Western Australia
1993,agriculture_pj,10.5,4.8,Western Australia
1994,agriculture_pj,11.2,4.8,Western Australia
1995,agriculture_pj,11.5,4.8,Western Australia
1996,agriculture_pj,11.7,4.8,Western Australia
1997,agriculture_pj,11.2,4.8,Western Australia
1998,agriculture_pj,11.1,4.8,Western Australia
1999,agriculture_pj,11.3,4.8,Western Australia
2000,agriculture_pj,12.9,4.8,Western Australia
2001,agriculture_pj,13.2,4.8,Western Australia
2002,agriculture_pj,15.178,4.8,Western Australia
2003,agriculture_pj,15.978,4.8,Western Australia
2004,agriculture_pj,17.237,4.8,Western Australia
2005,agriculture_pj,13.718,4.8,Western Australia
2006,agriculture_pj,13.415,4.8,Western Australia
2007,agriculture_pj,13.786,4.8,Western Australia
2008,agriculture_pj,15.619,4.8,Western Australia
2009,agriculture_pj,16.763,4.8,Western Australia
2010,agriculture_pj,17.565,4.8,Western Australia
2011,agriculture_pj,18.377,4.8,Western Australia
2012,agriculture_pj,18.091,4.8,Western Australia
2013,agriculture_pj,17.857,4.8,Western Australia
2014,agriculture_pj,19.662,4.8,Western Australia
2015,agriculture_pj,21.004,4.8,Western Australia
2016,agriculture_pj,22.816,4.8,Western Australia
2017,agriculture_pj,23.175,4.8,Western Australia
2018,agriculture_pj,21.334,4.8,Western Australia
2019,agriculture_pj,18.426,4.8,Western Australia
2020,agriculture_pj,24.594,4.8,Western Australia
2021,agriculture_pj,25.418,4.8,Western Australia
2022,agriculture_pj,23.824,4.8,Western Australia
1974,mining_pj,21.3,21.5,Western Australia
1975,mining_pj,21.3,21.5,Western Australia
1976,mining_pj,23.5,21.5,Western Australia
1977,mining_pj,23.1,21.5,Western Australia
1978,mining_pj,24.7,21.5,Western Australia
1979,mining_pj,25.8,21.5,Western Australia
1980,mining_pj,16.3,21.5,Western Australia
1981,mining_pj,14.4,21.5,Western Australia
1982,mining_pj,13.4,21.5,Western Australia
1983,mining_pj,13.7,21.5,Western Australia
1984,mining_pj,19.6,21.5,Western Australia
1985,mining_pj,21.1,21.5,Western Australia
1986,mining_pj,24.1,21.5,Western Australia
1987,mining_pj,30.1,21.5,Western Australia
1988,mining_pj,41.4,21.5,Western Australia
1989,mining_pj,66.9,21.5,Western Australia
1990,mining_pj,74.5,21.5,Western Australia
1991,mining_pj,80.6,21.5,Western Australia
1992,mining_pj,93.2,21.5,Western Australia
1993,mining_pj,99.4,21.5,Western Australia
1994,mining_pj,114.2,21.5,Western Australia
1995,mining_pj,131.7,21.5,Western Australia
1996,mining_pj,138.2,21.5,Western Australia
1997,mining_pj,142.4,21.5,Western Australia
1998,mining_pj,145.8,21.5,Western Australia
1999,mining_pj,152.8,21.5,Western Australia
2000,mining_pj,111.8,21.5,Western Australia
2001,mining_pj,117.3,21.5,Western Australia
2002,mining_pj,103.085,21.5,Western Australia
2003,mining_pj,99.909,21.5,Western Australia
2004,mining_pj,113.969,21.5,Western Australia
2005,mining_pj,129.259,21.5,Western Australia
2006,mining_pj,143.017,21.5,Western Australia
2007,mining_pj,148.021,21.5,Western Australia
2008,mining_pj,169.195,21.5,Western Australia
2009,mining_pj,168.956,21.5,Western Australia
2010,mining_pj,189.294,21.5,Western Australia
2011,mining_pj,207.295,21.5,Western Australia
2012,mining_pj,234.01,21.5,Western Australia
2013,mining_pj,249.277,21.5,Western Australia
2014,mining_pj,239.036,21.5,Western Australia
2015,mining_pj,249.793,21.5,Western Australia
2016,mining_pj,298.445,21.5,Western Australia
2017,mining_pj,338.298,21.5,Western Australia
2018,mining_pj,373.554,21.5,Western Australia
2019,mining_pj,386.674,21.5,Western Australia
2020,mining_pj,388.298,21.5,Western Australia
2021,mining_pj,403.818,21.5,Western Australia
2022,mining_pj,423.523,21.5,Western Australia
1974,manufacturing_pj,86,83.6,Western Australia
1975,manufacturing_pj,99.7,83.6,Western Australia
1976,manufacturing_pj,107,83.6,Western Australia
1977,manufacturing_pj,108.9,83.6,Western Australia
1978,manufacturing_pj,112.1,83.6,Western Australia
1979,manufacturing_pj,105.9,83.6,Western Australia
1980,manufacturing_pj,98.1,83.6,Western Australia
1981,manufacturing_pj,84.6,83.6,Western Australia
1982,manufacturing_pj,83.7,83.6,Western Australia
1983,manufacturing_pj,93,83.6,Western Australia
1984,manufacturing_pj,108.3,83.6,Western Australia
1985,manufacturing_pj,106.4,83.6,Western Australia
1986,manufacturing_pj,108.5,83.6,Western Australia
1987,manufacturing_pj,116.5,83.6,Western Australia
1988,manufacturing_pj,126.5,83.6,Western Australia
1989,manufacturing_pj,135.4,83.6,Western Australia
1990,manufacturing_pj,141.1,83.6,Western Australia
1991,manufacturing_pj,138.9,83.6,Western Australia
1992,manufacturing_pj,146.2,83.6,Western Australia
1993,manufacturing_pj,154.5,83.6,Western Australia
1994,manufacturing_pj,157.8,83.6,Western Australia
1995,manufacturing_pj,160,83.6,Western Australia
1996,manufacturing_pj,161.4,83.6,Western Australia
1997,manufacturing_pj,163.3,83.6,Western Australia
1998,manufacturing_pj,173.3,83.6,Western Australia
1999,manufacturing_pj,176.6,83.6,Western Australia
2000,manufacturing_pj,225.4,83.6,Western Australia
2001,manufacturing_pj,225.7,83.6,Western Australia
2002,manufacturing_pj,235.563,83.6,Western Australia
2003,manufacturing_pj,234.559,83.6,Western Australia
2004,manufacturing_pj,231.826,83.6,Western Australia
2005,manufacturing_pj,223.072,83.6,Western Australia
2006,manufacturing_pj,256.749,83.6,Western Australia
2007,manufacturing_pj,243.71,83.6,Western Australia
2008,manufacturing_pj,243.575,83.6,Western Australia
2009,manufacturing_pj,244.573,83.6,Western Australia
2010,manufacturing_pj,259.769,83.6,Western Australia
